id,original,surface,pronunciation,class,extinct,order,family,image,image_page,wikidata
10532,コシアカサバクヒタキ,コシアカサバクヒタキ,コシアカサバクヒタキ,鳥類,no,スズメ目,ヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Oenanthe_xanthoprymna_-_Kurdish_Wheatear%2C_Osmaniye%2C_Turkey_01.jpg,https://commons.wikimedia.org/wiki/File:Oenanthe_xanthoprymna_-_Kurdish_Wheatear%2C_Osmaniye%2C_Turkey_01.jpg,Q1303323
10533,コシアカシキチョウ,コシアカシキチョウ,コシアカシキチョウ,鳥類,no,スズメ目,ヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Copsychus_pyrropygus_1993_Indonesia_stamp.jpg,https://commons.wikimedia.org/wiki/File:Copsychus_pyrropygus_1993_Indonesia_stamp.jpg,Q26707571
10534,コシアカショウビン,コシアカショウビン,コシアカショウビン,鳥類,no,ブッポウソウ目,カワセミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Red-backed_Kingfisher_Bowra_apr07.JPG,https://commons.wikimedia.org/wiki/File:Red-backed_Kingfisher_Bowra_apr07.JPG,Q931023
10535,コシアカツバメ,コシアカツバメ,コシアカツバメ,鳥類,no,スズメ目,ツバメ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cecropis_daurica%2C_Fufeng_County%2C_Baoji%2C_Shaanxi%2C_China_1.jpg,https://commons.wikimedia.org/wiki/File:Cecropis_daurica%2C_Fufeng_County%2C_Baoji%2C_Shaanxi%2C_China_1.jpg,Q27075446
10536,コシアカネズミドリ,コシアカネズミドリ,コシアカネズミドリ,鳥類,no,ネズミドリ目,ネズミドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/ColiusCastanonotusKeulemans.jpg,https://commons.wikimedia.org/wiki/File:ColiusCastanonotusKeulemans.jpg,Q1074311
10537,コシアカホオジロ,コシアカホオジロ,コシアカホオジロ,鳥類,no,スズメ目,ホオジロ科,http://commons.wikimedia.org/wiki/Special:FilePath/Brown-rumped_Bunting_%28Emberiza_affinis%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Brown-rumped_Bunting_%28Emberiza_affinis%29_%28cropped%29.jpg,Q1302962
10538,コシアカマユカマドドリ,コシアカマユカマドドリ,コシアカマユカマドドリ,鳥類,no,スズメ目,カマドドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Philydor_erythrocercum_-_Rufous-rumped_Foliage-gleaner.jpg,https://commons.wikimedia.org/wiki/File:Philydor_erythrocercum_-_Rufous-rumped_Foliage-gleaner.jpg,Q1270918
10539,コシアカミツスイ,コシアカミツスイ,コシアカミツスイ,鳥類,no,スズメ目,ミツスイ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_827fea61ebd9_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_827fea61ebd9_generated.webp,
10540,コシアカモリチメドリ,コシアカモリチメドリ,コシアカモリチメドリ,鳥類,no,スズメ目,ダルマエナガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Stachyris_maculata_1838.jpg,https://commons.wikimedia.org/wiki/File:Stachyris_maculata_1838.jpg,Q3728117
10541,コシアカヤブコマドリ,コシアカヤブコマドリ,コシアカヤブコマドリ,鳥類,no,スズメ目,ヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cercotrichas_barbata%2C_Cuchi%2C_Birding_Weto%2C_a.jpg,https://commons.wikimedia.org/wiki/File:Cercotrichas_barbata%2C_Cuchi%2C_Birding_Weto%2C_a.jpg,Q27075633
10542,コシアカヤブタイランチョウ,コシアカヤブタイランチョウ,コシアカヤブタイランチョウ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Red-rumped-Bush-tyrant.jpg,https://commons.wikimedia.org/wiki/File:Red-rumped-Bush-tyrant.jpg,Q256206
10543,コシアカユミハチドリ,コシアカユミハチドリ,コシアカユミハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Phaethornis_augusti_345618420.jpg,https://commons.wikimedia.org/wiki/File:Phaethornis_augusti_345618420.jpg,Q1269968
10544,コシキハネジネズミ,コシキハネジネズミ,コシキハネジネズミ,哺乳類,no,ハネジネズミ目,ハネジネズミ目,http://commons.wikimedia.org/wiki/Special:FilePath/Rhynchocyon_chrysopygus-J_Smit.jpg,https://commons.wikimedia.org/wiki/File:Rhynchocyon_chrysopygus-J_Smit.jpg,Q1333257
10545,コシギダチョウ,コシギダチョウ,コシギダチョウ,鳥類,no,シギダチョウ目,シギダチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Crypturellus_soui_%28Vincent_Vos%29.jpg,https://commons.wikimedia.org/wiki/File:Crypturellus_soui_%28Vincent_Vos%29.jpg,Q609761
10546,コシグロミフウズラ,コシグロミフウズラ,コシグロミフウズラ,鳥類,no,チドリ目,ミフウズラ科,http://commons.wikimedia.org/wiki/Special:FilePath/TurnixNanaDavies.jpg,https://commons.wikimedia.org/wiki/File:TurnixNanaDavies.jpg,Q3542358
10547,コシサウルス・カツヤマ,コシサウルス・カツヤマ,コシサウルス・カツヤマ,爬虫類,yes,鳥盤目,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_reptile.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
10548,コシジマシギダチョウ,コシジマシギダチョウ,コシジマシギダチョウ,鳥類,no,シギダチョウ目,シギダチョウ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_f19c8e6fa8fd_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_f19c8e6fa8fd_generated.webp,
10549,コシジロオオサンショウクイ,コシジロオオサンショウクイ,コシジロオオサンショウクイ,鳥類,no,スズメ目,サンショウクイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Coracina_leucopygia.JPG,https://commons.wikimedia.org/wiki/File:Coracina_leucopygia.JPG,Q1587140
10550,コシジロショウビン,コシジロショウビン,コシジロショウビン,鳥類,no,ブッポウソウ目,カワセミ科,http://commons.wikimedia.org/wiki/Special:FilePath/HalcyonFulgidusGould.jpg,https://commons.wikimedia.org/wiki/File:HalcyonFulgidusGould.jpg,Q1274217
10551,コシジロスズメハタオリ,コシジロスズメハタオリ,コシジロスズメハタオリ,鳥類,no,スズメ目,ハタオリドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Plocepasser_donaldsoni_-Samburu_National_Reserve%2C_Kenya-8.jpg,https://commons.wikimedia.org/wiki/File:Plocepasser_donaldsoni_-Samburu_National_Reserve%2C_Kenya-8.jpg,Q1924681
10552,コシジロタイランチョウ,コシジロタイランチョウ,コシジロタイランチョウ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/NOIVINHA-BRANCA_%28Xolmis_velatus%29.jpg,https://commons.wikimedia.org/wiki/File:NOIVINHA-BRANCA_%28Xolmis_velatus%29.jpg,Q1274244
10553,コシジロナキサンショウクイ,コシジロナキサンショウクイ,コシジロナキサンショウクイ,鳥類,no,スズメ目,サンショウクイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lalage_leucopygialis_Smit.jpg,https://commons.wikimedia.org/wiki/File:Lalage_leucopygialis_Smit.jpg,Q918174
10554,コシジロハリオアマツバメ,コシジロハリオアマツバメ,コシジロハリオアマツバメ,鳥類,no,アマツバメ目,アマツバメ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_6a16da64a7e8_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_6a16da64a7e8_generated.webp,
10555,コシジロヒヨドリ,コシジロヒヨドリ,コシジロヒヨドリ,鳥類,no,スズメ目,ヒヨドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pycnonotus_aurigaster_pair.JPG,https://commons.wikimedia.org/wiki/File:Pycnonotus_aurigaster_pair.JPG,Q614824
10556,コシジロムシクイ,コシジロムシクイ,コシジロムシクイ,鳥類,no,スズメ目,ウグイス科,http://commons.wikimedia.org/wiki/Special:FilePath/Rufous-faced_Warbler_-_Bhutan_S4E0984_%2819261554082%29_%282%29.jpg,https://commons.wikimedia.org/wiki/File:Rufous-faced_Warbler_-_Bhutan_S4E0984_%2819261554082%29_%282%29.jpg,Q1589754
10557,コシジロモズガラス,コシジロモズガラス,コシジロモズガラス,鳥類,no,スズメ目,フエガラス科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_7c404f2172a6_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_7c404f2172a6_generated.webp,
10558,コシジロヤブチメドリ,コシジロヤブチメドリ,コシジロヤブチメドリ,鳥類,no,スズメ目,ソウシチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Naturalis_Biodiversity_Center_-_RMNH.AVES.139992_1_-_Turdoides_leucopygius_subsp._-_Timaliidae_-_bird_skin_specimen.jpeg,https://commons.wikimedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.139992_1_-_Turdoides_leucopygius_subsp._-_Timaliidae_-_bird_skin_specimen.jpeg,Q1091403
10559,コシトゲオジムグリヘビ,コシトゲオジムグリヘビ,コシトゲオジムグリヘビ,爬虫類,no,有鱗目,ナミヘビ科,http://commons.wikimedia.org/wiki/Special:FilePath/%28Aspidura_trachyprocta%29_Common_rough-side_Snake.jpg,https://commons.wikimedia.org/wiki/File:%28Aspidura_trachyprocta%29_Common_rough-side_Snake.jpg,Q2866868
10560,コシナガ,コシナガ,コシナガ,魚類,no,サバ目,サバ科,http://commons.wikimedia.org/wiki/Special:FilePath/Thton_u0.gif,https://commons.wikimedia.org/wiki/File:Thton_u0.gif,Q1411265
10561,コシヒロカエルガメ,コシヒロカエルガメ,コシヒロカエルガメ,爬虫類,no,カメ目,ヘビクビガメ科,http://commons.wikimedia.org/wiki/Special:FilePath/Mesoclemmys_vanderhaegei_270004076.jpg,https://commons.wikimedia.org/wiki/File:Mesoclemmys_vanderhaegei_270004076.jpg,Q2701074
10562,コシベニペリカン,コシベニペリカン,コシベニペリカン,鳥類,no,ペリカン目,ペリカン科,http://commons.wikimedia.org/wiki/Special:FilePath/Pelecanus_rufescens.001_-_Zoo_Aquarium_de_Madrid.JPG,https://commons.wikimedia.org/wiki/File:Pelecanus_rufescens.001_-_Zoo_Aquarium_de_Madrid.JPG,Q527830
10563,コシミノサトウチョウ,コシミノサトウチョウ,コシミノサトウチョウ,鳥類,no,オウム目,インコ科,http://commons.wikimedia.org/wiki/Special:FilePath/LoriculusAmabilisKeulemans.jpg,https://commons.wikimedia.org/wiki/File:LoriculusAmabilisKeulemans.jpg,Q1085297
10564,コシミノメガネヒタキ,コシミノメガネヒタキ,コシミノメガネヒタキ,鳥類,no,スズメ目,メガネヒタキ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_154b3bbcff38_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_154b3bbcff38_generated.webp,
10565,コシャチイルカ,コシャチイルカ,コシャチイルカ,哺乳類,no,偶蹄目,マイルカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Heaviside-Delphin.jpg,https://commons.wikimedia.org/wiki/File:Heaviside-Delphin.jpg,Q301048
10566,コショウダイ,コショウダイ,コショウダイ,魚類,no,ニザダイ目,イサキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Fishes_of_India._Atlas._Plate_XXI.jpg,https://commons.wikimedia.org/wiki/File:Fishes_of_India._Atlas._Plate_XXI.jpg,Q4473430
10567,コシラヒゲオオガシラ,コシラヒゲオオガシラ,コシラヒゲオオガシラ,鳥類,no,キツツキ目,オオガシラ科,http://commons.wikimedia.org/wiki/Special:FilePath/White_whiskered_puffbird.jpg,https://commons.wikimedia.org/wiki/File:White_whiskered_puffbird.jpg,Q788821
10568,コジュリン,コジュリン,コジュリン,鳥類,no,スズメ目,ホオジロ科,http://commons.wikimedia.org/wiki/Special:FilePath/Emberiza_yessoensis_from_iNaturalist_photo_424407631.jpg,https://commons.wikimedia.org/wiki/File:Emberiza_yessoensis_from_iNaturalist_photo_424407631.jpg,Q1589261
10569,コスタリカキビタイシマセゲラ,コスタリカキビタイシマセゲラ,コスタリカキビタイシマセゲラ,鳥類,no,キツツキ目,キツツキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Hoffman%27s_Woodpecker.jpg,https://commons.wikimedia.org/wiki/File:Hoffman%27s_Woodpecker.jpg,Q646553
10570,コスタリカスズメフクロウ,コスタリカスズメフクロウ,コスタリカスズメフクロウ,鳥類,no,フクロウ目,フクロウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Costa_Rican_Pygmy-owl_%28Glaucidium_costaricanum%29_on_branch.jpg,https://commons.wikimedia.org/wiki/File:Costa_Rican_Pygmy-owl_%28Glaucidium_costaricanum%29_on_branch.jpg,Q869331
10571,コスタリカノドジロフトオハチドリ,コスタリカノドジロフトオハチドリ,コスタリカノドジロフトオハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Selasphorus_scintilla.jpg,https://commons.wikimedia.org/wiki/File:Selasphorus_scintilla.jpg,Q1269631
10572,コスタリカハチドリ,コスタリカハチドリ,コスタリカハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Calliphlox_bryantae%2C_Monteverde%2C_Costa_Rica.jpg,https://commons.wikimedia.org/wiki/File:Calliphlox_bryantae%2C_Monteverde%2C_Costa_Rica.jpg,Q850394
10573,コスタリカルリカザリドリ,コスタリカルリカザリドリ,コスタリカルリカザリドリ,鳥類,no,スズメ目,カザリドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Turquoise_Cotinga_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Turquoise_Cotinga_%28cropped%29.jpg,Q841835
10574,コスタリカワタオウサギ,コスタリカワタオウサギ,コスタリカワタオウサギ,哺乳類,no,ウサギ目,ウサギ科,http://commons.wikimedia.org/wiki/Special:FilePath/Swamp_Rabbit_%28Sylvilagus_aquaticus%29.jpg,https://commons.wikimedia.org/wiki/File:Swamp_Rabbit_%28Sylvilagus_aquaticus%29.jpg,Q1209386
10575,コスメルアライグマ,コスメルアライグマ,コスメルアライグマ,哺乳類,no,ネコ目,アライグマ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cozumel_Raccoon2.jpg,https://commons.wikimedia.org/wiki/File:Cozumel_Raccoon2.jpg,Q651814
10576,コスメルヒメエメラルドハチドリ,コスメルヒメエメラルドハチドリ,コスメルヒメエメラルドハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cozumel_Emerald_%286842663996%29.jpg,https://commons.wikimedia.org/wiki/File:Cozumel_Emerald_%286842663996%29.jpg,Q1266791
10577,コスメルモズモドキ,コスメルモズモドキ,コスメルモズモドキ,鳥類,no,スズメ目,モズモドキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Vireo_bairdi_264382156.jpg,https://commons.wikimedia.org/wiki/File:Vireo_bairdi_264382156.jpg,Q2667707
10578,コセイガイインコ,コセイガイインコ,コセイガイインコ,鳥類,no,オウム目,ヨウム科,http://commons.wikimedia.org/wiki/Special:FilePath/Trichoglossus_chlorolepidotus_-Australia-8a-3c.jpg,https://commons.wikimedia.org/wiki/File:Trichoglossus_chlorolepidotus_-Australia-8a-3c.jpg,Q258168
10579,コセグロフクレヤブモズ,コセグロフクレヤブモズ,コセグロフクレヤブモズ,鳥類,no,スズメ目,ヤブモズ科,http://commons.wikimedia.org/wiki/Special:FilePath/Naturalis_Biodiversity_Center_-_RMNH.AVES.94200_1_-_Dryoscopus_pringlii_Jackson%2C_1893_-_Laniidae_-_bird_skin_specimen.jpeg,https://commons.wikimedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.94200_1_-_Dryoscopus_pringlii_Jackson%2C_1893_-_Laniidae_-_bird_skin_specimen.jpeg,Q1311245
10580,コセミクジラ,コセミクジラ,コセミクジラ,哺乳類,no,偶蹄目,ケトテリウム科,http://commons.wikimedia.org/wiki/Special:FilePath/Pygmy_right_whale.png,https://commons.wikimedia.org/wiki/File:Pygmy_right_whale.png,Q189615
10581,コタケネズミ,コタケネズミ,コタケネズミ,哺乳類,no,ネズミ目,メクラネズミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lesser_bamboo_rat.jpg,https://commons.wikimedia.org/wiki/File:Lesser_bamboo_rat.jpg,Q769742
10582,コタネワリキンパラ,コタネワリキンパラ,コタネワリキンパラ,鳥類,no,スズメ目,カエデチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lesser_Seedcracker%2C_Lilongwe%2C_Malawi_iNaturalist.jpg,https://commons.wikimedia.org/wiki/File:Lesser_Seedcracker%2C_Lilongwe%2C_Malawi_iNaturalist.jpg,Q930270
10583,コダイマキエインコ,コダイマキエインコ,コダイマキエインコ,鳥類,no,オウム目,ヨウム科,http://commons.wikimedia.org/wiki/Special:FilePath/Mallee_ringneck_-_Patchewollock_Conservation_Reserve.jpg,https://commons.wikimedia.org/wiki/File:Mallee_ringneck_-_Patchewollock_Conservation_Reserve.jpg,Q913626
10584,コダラ,コダラ,コダラ,魚類,no,タラ目,タラ科,http://commons.wikimedia.org/wiki/Special:FilePath/Melanogrammus_aeglefinus.png,https://commons.wikimedia.org/wiki/File:Melanogrammus_aeglefinus.png,Q202406
10585,コチャバネヤブヒバリ,コチャバネヤブヒバリ,コチャバネヤブヒバリ,鳥類,no,スズメ目,ヒバリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Indian_Bushlark_in_Bhigwan_August_2025_by_Tisha_Mukherjee_05.jpg,https://commons.wikimedia.org/wiki/File:Indian_Bushlark_in_Bhigwan_August_2025_by_Tisha_Mukherjee_05.jpg,Q2734306
10586,コチョウザメ,コチョウザメ,コチョウザメ,魚類,no,チョウザメ目,チョウザメ科,http://commons.wikimedia.org/wiki/Special:FilePath/Acipenser_ruthenus.jpg,https://commons.wikimedia.org/wiki/File:Acipenser_ruthenus.jpg,Q211316
10587,コテリカラスフウチョウ,コテリカラスフウチョウ,コテリカラスフウチョウ,鳥類,no,スズメ目,フウチョウ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_018b039e9e0d_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_018b039e9e0d_generated.webp,
10588,コテングコウモリ,コテングコウモリ,コテングコウモリ,哺乳類,no,翼手目,ヒナコウモリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Murina_ussuriensis.jpg,https://commons.wikimedia.org/wiki/File:Murina_ussuriensis.jpg,Q2745348
10589,コドコド,コドコド,コドコド,哺乳類,no,ネコ目,ネコ科,http://commons.wikimedia.org/wiki/Special:FilePath/Leopardus_guigna.jpeg,https://commons.wikimedia.org/wiki/File:Leopardus_guigna.jpeg,Q211042
10590,コナヌカザメ,コナヌカザメ,コナヌカザメ,魚類,no,メジロザメ目,トラザメ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_19480472f46f_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_19480472f46f_generated.webp,
10591,コニオルニス・アルトゥス,コニオルニス・アルトゥス,コニオルニス・アルトゥス,爬虫類,no,ヘスペロルニス目,ヘスペロルニス科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_e9f8f346d148_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_e9f8f346d148_generated.webp,
10592,コノハガエル,コノハガエル,コノハガエル,両生類,no,カエル目,コノハガエル科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_fa0f1fa17824_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_fa0f1fa17824_generated.webp,
10593,コノハドリ,コノハドリ,コノハドリ,鳥類,no,スズメ目,コノハドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/PhyllornisCyanopogonGould.jpg,https://commons.wikimedia.org/wiki/File:PhyllornisCyanopogonGould.jpg,Q1123850
10594,コハイイロヒタキ,コハイイロヒタキ,コハイイロヒタキ,鳥類,no,スズメ目,ヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Muscicapa_epulata%2C_Mbomo%2C_R%C3%A9publique_du_Congo_67048152.jpg,https://commons.wikimedia.org/wiki/File:Muscicapa_epulata%2C_Mbomo%2C_R%C3%A9publique_du_Congo_67048152.jpg,Q1317454
10595,コハッコウチョウ,コハッコウチョウ,コハッコウチョウ,鳥類,no,スズメ目,ダルマエナガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sylvia_minula%2C_Keulemans.jpg,https://commons.wikimedia.org/wiki/File:Sylvia_minula%2C_Keulemans.jpg,Q606285
10596,コハナサトウチョウ,コハナサトウチョウ,コハナサトウチョウ,鳥類,no,オウム目,インコ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pygmy_hanging_parrot.jpg,https://commons.wikimedia.org/wiki/File:Pygmy_hanging_parrot.jpg,Q1274087
10597,コハリイルカ,コハリイルカ,コハリイルカ,哺乳類,no,偶蹄目,ネズミイルカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Burmeister%27s_porpoise_size.svg,https://commons.wikimedia.org/wiki/File:Burmeister%27s_porpoise_size.svg,Q210282
10598,コハワイミツスイ,コハワイミツスイ,コハワイミツスイ,鳥類,no,スズメ目,アトリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Magumma_parva.jpg,https://commons.wikimedia.org/wiki/File:Magumma_parva.jpg,Q1308335
10599,コバシカマドドリ,コバシカマドドリ,コバシカマドドリ,鳥類,no,スズメ目,カマドドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Asthenes_baeri_-_Short-billed_canastero.jpg,https://commons.wikimedia.org/wiki/File:Asthenes_baeri_-_Short-billed_canastero.jpg,Q1266461
10600,コバシガン,コバシガン,コバシガン,鳥類,no,カモ目,カモ科,http://commons.wikimedia.org/wiki/Special:FilePath/Chloephaga_poliocephala_-Patagonia-8.jpg,https://commons.wikimedia.org/wiki/File:Chloephaga_poliocephala_-Patagonia-8.jpg,Q766276
10601,コバシタイランチョウ,コバシタイランチョウ,コバシタイランチョウ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Tyrannopsis_sulphurea_-_Sulphury_Flycatcher.JPG,https://commons.wikimedia.org/wiki/File:Tyrannopsis_sulphurea_-_Sulphury_Flycatcher.JPG,Q907860
10602,コバシタヒバリ,コバシタヒバリ,コバシタヒバリ,鳥類,no,スズメ目,セキレイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Short-billed_Pipit_%28Anthus_furcatus%29.jpg,https://commons.wikimedia.org/wiki/File:Short-billed_Pipit_%28Anthus_furcatus%29.jpg,Q1589951
10603,コバシチドリ,コバシチドリ,コバシチドリ,鳥類,no,チドリ目,チドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Charadrius_morinellus_male.jpg,https://commons.wikimedia.org/wiki/File:Charadrius_morinellus_male.jpg,Q202504
10604,コバシチビオムシクイ,コバシチビオムシクイ,コバシチビオムシクイ,鳥類,no,スズメ目,ハシナガムシクイ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_eb58b46bee62_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_eb58b46bee62_generated.webp,
10605,コバシニセタイヨウチョウ,コバシニセタイヨウチョウ,コバシニセタイヨウチョウ,鳥類,no,スズメ目,マミヤイロチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Yellow_bellied_Asity12.jpg,https://commons.wikimedia.org/wiki/File:Yellow_bellied_Asity12.jpg,Q1060470
10606,コバシハエトリモドキ,コバシハエトリモドキ,コバシハエトリモドキ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pseudotriccus_pelzelni.jpg,https://commons.wikimedia.org/wiki/File:Pseudotriccus_pelzelni.jpg,Q841136
10607,コバシハチドリ,コバシハチドリ,コバシハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Abeillia_abeillei_13729551_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Abeillia_abeillei_13729551_%28cropped%29.jpg,Q479802
10608,コバシバト,コバシバト,コバシバト,鳥類,no,ハト目,ハト科,http://commons.wikimedia.org/wiki/Special:FilePath/Patagioenas_nigrirostris.jpg,https://commons.wikimedia.org/wiki/File:Patagioenas_nigrirostris.jpg,Q1266517
10609,コバシヒタキモドキ,コバシヒタキモドキ,コバシヒタキモドキ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Flammulated_Flycatcher_%28Papamoscas_Jaspeado%29.jpg,https://commons.wikimedia.org/wiki/File:Flammulated_Flycatcher_%28Papamoscas_Jaspeado%29.jpg,Q1082110
10610,コバシヒメアオバト,コバシヒメアオバト,コバシヒメアオバト,鳥類,no,ハト目,ハト科,http://commons.wikimedia.org/wiki/Special:FilePath/Mariana_Fruit_Dove.jpg,https://commons.wikimedia.org/wiki/File:Mariana_Fruit_Dove.jpg,Q1265154
10611,コバシフラミンゴ,コバシフラミンゴ,コバシフラミンゴ,鳥類,no,フラミンゴ目,フラミンゴ,http://commons.wikimedia.org/wiki/Special:FilePath/James_Flamingo.jpg,https://commons.wikimedia.org/wiki/File:James_Flamingo.jpg,Q423782
10612,コバシベニサンショウクイ,コバシベニサンショウクイ,コバシベニサンショウクイ,鳥類,no,スズメ目,サンショウクイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Short-billed_Minivet_%28female%29_-_Pericrocotus_brevirostris.jpg,https://commons.wikimedia.org/wiki/File:Short-billed_Minivet_%28female%29_-_Pericrocotus_brevirostris.jpg,Q1029798
10613,コバシマダガスカルヒヨドリ,コバシマダガスカルヒヨドリ,コバシマダガスカルヒヨドリ,鳥類,no,スズメ目,テトラカヒヨドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Spectacled_Greenbul_-_Madagascar_S4E7249_%2817051185851%29.jpg,https://commons.wikimedia.org/wiki/File:Spectacled_Greenbul_-_Madagascar_S4E7249_%2817051185851%29.jpg,Q2225561
10614,コバシミツオシエ,コバシミツオシエ,コバシミツオシエ,鳥類,no,キツツキ目,ミツオシエ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_1e8543040a91_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_1e8543040a91_generated.webp,
10615,コバシヤブクグリ,コバシヤブクグリ,コバシヤブクグリ,鳥類,no,スズメ目,カマドドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sclerurus_rufigularis_Castelnau.jpg,https://commons.wikimedia.org/wiki/File:Sclerurus_rufigularis_Castelnau.jpg,Q589526
10616,コバネカイツブリ,コバネカイツブリ,コバネカイツブリ,鳥類,no,カイツブリ目,カイツブリ科,http://commons.wikimedia.org/wiki/Special:FilePath/36_Titicaca_Grebe.JPG,https://commons.wikimedia.org/wiki/File:36_Titicaca_Grebe.JPG,Q933705
